"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"98","Female","Governnmental","Urban","6","4","1","9","9","9","1","1","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","9","9","9","9","9","9","1","A/SA","No","low"
"99","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","0","0","9","1","9","1","9","9","9","N","No","low"
"100","Female","Governnmental","Rural","6","2","0","0","0","0","0","0","9","9","1","9","1","1","9","9","9","1","9","1","9","9","1","1","0","9","1","1","1","1","1","9","1","9","9","D/SD","No","low"
"101","Female","Governnmental","Rural","6","3","9","9","1","9","0","0","9","9","1","1","1","9","9","9","1","1","1","9","1","1","1","1","1","9","9","9","9","9","9","0","1","1","1","N","No","low"
"102","Female","Governnmental","Urban","6","2","0","0","9","1","0","0","9","9","9","9","1","1","1","0","0","0","1","9","1","1","1","1","1","9","9","1","9","0","9","9","1","0","9","D/SD","No","low"
"103","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","0","1","9","9","9","9","1","1","9","9","0","0","9","9","1","9","1","1","9","9","9","0","9","0","0","0","9","0","1","N","No","low"
"104","Female","Governnmental","Urban","Intern (Emtyaz)","2","0","0","9","0","1","0","9","9","9","9","1","1","9","9","9","9","1","1","9","1","1","1","1","9","1","1","0","0","0","0","1","9","9","D/SD","No","low"
"105","Female","Governnmental","Rural","Intern (Emtyaz)","5","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","9","9","1","0","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"106","Female","Governnmental","Rural","Intern (Emtyaz)","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","1","9","1","1","9","9","1","1","1","1","1","9","9","9","9","N","No","low"
"107","Male","Governnmental","Rural","1","4","1","9","9","1","0","0","9","1","1","9","1","1","0","9","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","low"
"108","Female","Governnmental","Urban","2","5","1","1","9","1","1","1","1","0","1","1","1","1","1","1","1","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","9","1","A/SA","No","high/moderate"
"109","Female","Governnmental","Urban","2","5","1","1","1","1","0","0","9","9","9","9","1","1","9","0","0","9","1","1","1","9","1","1","9","9","1","1","1","1","1","9","1","1","1","A/SA","No","low"
"110","Female","Governnmental","Rural","4","5","1","1","1","1","0","1","1","0","9","0","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","9","9","1","1","A/SA","No","high/moderate"
"111","Male","Governnmental","Urban","4","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","1","1","1","1","0","9","9","1","1","1","9","9","9","9","9","D/SD","No","low"
"112","Female","Governnmental","Urban","4","1","0","0","9","1","1","1","1","1","0","0","1","1","1","1","0","1","9","9","9","1","1","1","1","9","1","1","1","1","1","1","1","9","1","D/SD","No","high/moderate"
"113","Male","Governnmental","Urban","5","3","9","0","0","0","1","0","9","9","9","9","1","1","1","1","0","9","1","1","0","1","1","1","1","9","9","0","9","0","0","9","1","1","1","N","No","low"
"114","Male","Governnmental","Urban","5","4","1","1","1","9","0","0","9","1","1","1","1","1","0","0","0","0","1","1","9","1","1","1","9","9","1","1","1","9","9","9","1","0","9","A/SA","No","high/moderate"
"115","Male","Governnmental","Urban","5","3","9","0","1","9","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","1","1","1","N","No","high/moderate"
"116","Male","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","1","9","9","1","0","1","0","9","9","9","9","1","1","1","1","9","0","0","9","1","1","9","1","9","1","N","No","low"
"117","Female","International","Urban","5","4","1","9","0","9","0","0","1","0","9","1","1","1","0","0","0","9","9","9","1","9","1","1","9","9","9","9","1","1","1","1","1","1","1","A/SA","No","low"
"118","Male","Governnmental","Urban","6","4","1","9","9","9","1","1","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","9","1","A/SA","No","low"
"119","Female","Governnmental","Urban","6","4","1","9","0","1","1","0","9","0","9","1","9","0","0","0","0","1","0","0","1","1","1","1","0","9","9","1","1","9","0","1","9","9","9","A/SA","No","low"
"120","Male","Governnmental","Urban","Intern (Emtyaz)","4","1","9","0","0","0","0","1","1","1","9","1","1","0","0","0","9","1","1","1","0","0","1","1","9","1","1","1","1","9","9","0","9","1","A/SA","No","low"
"121","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","1","0","1","9","1","9","1","1","1","9","9","0","1","1","0","1","1","1","0","9","9","1","0","0","0","1","1","1","9","N","No","low"
"122","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","9","9","0","0","0","1","0","1","9","1","1","9","0","0","0","1","1","1","1","1","1","9","9","1","1","9","9","1","1","1","1","9","N","No","low"
"123","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","9","1","9","1","0","9","9","1","0","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"124","Female","Governnmental","Urban","Intern (Emtyaz)","4","1","9","9","1","1","1","1","9","1","9","1","1","1","9","0","1","1","1","1","9","1","1","1","9","1","1","1","1","1","9","1","9","1","A/SA","No","high/moderate"
"125","Male","International","Rural","Intern (Emtyaz)","3","9","9","1","0","0","0","0","1","1","9","1","1","1","9","0","0","9","0","0","1","0","0","9","9","9","9","1","1","1","0","0","0","1","N","No","low"
"126","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","9","9","9","1","0","1","1","9","9","1","1","0","9","0","9","9","1","9","1","1","0","9","9","9","1","9","9","1","9","1","9","9","N","No","low"
"127","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","1","1","1","1","9","9","1","9","1","1","1","1","1","1","N","Yes","low"
"128","Male","Governnmental","Rural","Intern (Emtyaz)","4","1","1","9","9","1","0","9","9","1","0","9","1","1","1","9","1","1","9","1","1","9","1","1","9","1","9","1","9","9","9","1","9","1","A/SA","No","low"
"129","Male","Governnmental","Urban","Intern (Emtyaz)","4","1","9","1","9","1","1","1","0","1","0","1","1","1","1","9","1","1","1","1","1","9","1","1","9","9","9","9","9","0","1","1","1","1","A/SA","No","high/moderate"
"130","Female","Governnmental","Urban","Intern (Emtyaz)","1","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","0","1","1","1","1","9","1","1","9","9","9","1","1","1","0","D/SD","No","low"
"131","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","9","9","9","1","0","1","9","9","9","1","9","0","0","0","0","1","9","0","0","1","1","1","9","1","1","1","9","9","9","1","1","9","N","No","low"
"132","Female","Governnmental","Rural","Intern (Emtyaz)","1","0","0","9","0","0","0","9","9","9","9","1","1","9","9","9","9","9","9","1","9","1","1","9","9","9","9","0","0","0","9","1","9","9","D/SD","No","low"
"133","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","9","1","0","1","9","1","0","1","1","0","0","0","0","1","1","0","1","1","1","0","9","1","1","9","9","0","1","9","9","9","N","No","low"
"134","Male","Governnmental","Urban","Intern (Emtyaz)","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","9","1","1","1","1","1","9","1","1","1","A/SA","Yes","high/moderate"
"135","Male","Governnmental","Urban","4","3","9","0","9","9","0","0","1","1","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","9","9","9","9","1","1","1","N","Yes","low"
"136","Female","Governnmental","Urban","5","3","9","1","1","1","1","0","1","1","1","1","1","1","0","0","0","1","9","1","0","1","1","1","0","9","1","9","1","1","1","1","1","1","1","N","No","high/moderate"
"137","Male","Governnmental","Urban","6","3","9","9","0","9","0","1","9","9","9","9","1","1","0","0","0","0","1","1","9","0","1","1","1","9","1","1","0","0","9","0","1","1","9","N","No","low"
"138","Female","Governnmental","Urban","Intern (Emtyaz)","4","1","0","0","0","0","0","9","1","1","9","1","1","0","0","0","0","1","1","1","9","9","9","1","9","9","0","9","9","9","1","1","1","1","A/SA","No","low"
"139","Male","Governnmental","Urban","3","5","1","9","1","9","0","0","1","9","9","0","1","1","1","1","0","0","1","1","9","1","1","1","1","9","9","1","9","1","1","1","1","1","9","A/SA","No","low"
"140","Male","Governnmental","Urban","5","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","9","9","1","1","0","9","0","1","1","1","1","A/SA","Yes","high/moderate"
"141","Male","Private","Urban","5","4","1","9","1","1","1","0","1","9","1","1","1","1","9","0","0","0","1","1","1","1","1","1","1","9","9","1","9","1","9","1","1","1","1","A/SA","No","high/moderate"
"142","Male","Private","Urban","3","4","1","9","9","1","1","1","1","9","0","0","1","1","1","1","1","1","1","9","1","1","9","1","1","9","9","1","1","9","1","1","1","9","0","A/SA","Yes","high/moderate"
"143","Female","Governnmental","Urban","4","3","9","9","0","9","0","0","9","9","9","9","1","1","1","0","0","9","9","9","0","0","9","1","9","9","1","1","9","9","9","9","1","1","1","N","No","low"
"144","Male","Governnmental","Urban","4","5","1","1","1","1","0","0","1","0","1","1","1","1","9","0","0","9","1","1","0","1","1","1","9","9","9","1","1","1","1","1","1","1","9","A/SA","No","high/moderate"
"145","Male","Governnmental","Urban","5","3","9","0","9","0","1","0","9","9","9","9","9","1","9","9","9","1","9","1","9","9","1","1","9","9","1","9","9","1","1","9","1","9","9","N","No","low"
"146","Female","International","Urban","5","4","1","9","9","9","0","0","1","0","1","1","1","1","1","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","9","9","9","1","1","A/SA","No","low"
"147","Male","Governnmental","Urban","5","3","9","9","9","0","0","0","9","9","9","9","1","1","9","9","0","1","9","1","1","9","1","1","9","9","1","1","1","9","9","9","1","1","9","N","No","low"
"148","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","0","1","1","9","9","1","1","9","9","0","9","1","9","1","N","No","low"
"149","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","9","9","9","9","1","1","9","9","1","1","9","9","0","9","1","1","1","D/SD","No","low"
"150","Female","Private","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","1","1","9","9","1","1","0","9","1","1","0","0","0","9","1","1","1","N","No","low"
"151","Male","Governnmental","Urban","6","3","9","9","9","9","1","1","0","1","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"152","Male","Private","Urban","Intern (Emtyaz)","5","1","9","1","1","0","1","9","1","9","9","1","1","0","0","0","0","1","1","0","1","1","1","9","9","9","1","9","9","1","1","1","9","1","A/SA","No","low"
"153","Female","Private","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","9","1","N","No","low"
"154","Male","Private","Urban","2","5","1","1","1","1","1","1","1","0","1","1","1","1","9","9","0","0","9","9","0","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"155","Female","Private","Urban","2","3","9","9","1","1","1","1","0","0","1","1","1","1","9","0","0","1","1","1","9","1","1","1","9","9","9","1","1","9","1","1","1","9","0","N","No","high/moderate"
"156","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","1","9","0","0","0","0","0","1","9","9","9","D/SD","No","low"
"157","Female","Governnmental","Urban","3","2","0","0","0","0","0","0","9","9","9","9","1","9","9","9","1","1","9","9","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"158","Female","International","Rural","Intern (Emtyaz)","5","1","1","1","1","0","0","1","0","9","1","9","9","9","9","9","9","9","9","1","0","9","0","0","9","1","1","1","9","1","9","9","9","9","A/SA","No","high/moderate"
"159","Male","Governnmental","Urban","Intern (Emtyaz)","5","1","1","1","1","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","9","1","0","9","9","1","1","1","1","1","A/SA","No","high/moderate"
"160","Female","Governnmental","Urban","2","5","1","9","9","1","0","1","1","1","1","0","1","1","1","9","0","1","1","9","1","1","1","1","9","9","9","9","0","0","9","1","1","1","1","A/SA","Yes","high/moderate"
"161","Female","Governnmental","Urban","2","5","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","9","0","1","1","1","1","1","A/SA","No","high/moderate"
"162","Male","Governnmental","Urban","3","2","0","9","1","1","0","0","9","0","1","1","9","9","9","9","1","0","1","0","1","0","1","1","9","9","1","1","1","1","1","9","1","1","1","D/SD","No","high/moderate"
"163","Male","Governnmental","Urban","3","4","1","1","1","1","0","1","1","0","1","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"164","Female","Governnmental","Urban","4","4","1","1","1","1","1","0","1","0","9","9","1","1","9","0","0","9","1","1","1","9","1","1","0","9","1","1","1","0","9","1","9","9","9","A/SA","No","high/moderate"
"165","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","0","1","9","1","1","9","9","9","0","0","0","9","1","0","1","N","No","low"
"166","Male","Governnmental","Urban","5","4","1","9","9","1","1","1","1","1","1","1","9","1","9","9","9","1","1","9","1","1","1","9","1","9","0","0","0","0","0","9","0","1","1","A/SA","No","high/moderate"
"167","Female","Governnmental","Urban","5","2","0","0","0","9","0","0","9","9","9","9","0","0","0","0","0","1","1","1","1","1","1","0","1","9","9","9","0","0","0","9","1","0","0","D/SD","No","low"
"168","Female","Governnmental","Urban","5","4","1","9","1","1","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","0","1","1","9","9","1","1","1","9","9","1","9","0","9","A/SA","No","low"
"169","Female","Governnmental","Urban","5","5","1","1","1","1","1","1","0","1","0","9","1","1","9","9","9","9","1","1","1","1","1","1","9","9","9","9","1","0","0","1","1","1","1","A/SA","No","high/moderate"
"170","Female","Governnmental","Urban","6","2","0","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","1","9","9","1","1","1","D/SD","No","low"
"171","Female","Private","Rural","Intern (Emtyaz)","5","1","1","9","1","1","0","1","0","9","9","1","1","0","0","0","9","1","1","1","0","1","1","9","9","1","1","9","1","1","1","1","1","1","A/SA","No","high/moderate"
"172","Male","Governnmental","Urban","2","4","1","0","1","1","0","0","9","9","9","9","1","1","9","9","9","1","9","9","1","9","1","1","1","9","9","1","9","1","0","1","1","1","1","A/SA","No","low"
"173","Female","Governnmental","Urban","2","2","0","0","0","0","1","0","9","9","9","9","1","1","0","1","0","1","1","1","9","1","1","1","0","9","1","1","9","9","9","1","1","1","9","D/SD","No","low"
"174","Female","Governnmental","Urban","2","3","9","1","1","1","0","1","1","9","9","1","1","1","0","9","0","9","1","9","1","1","1","1","9","9","1","1","1","1","9","1","1","9","1","N","No","high/moderate"
"175","Female","Governnmental","Urban","2","3","9","1","1","1","0","0","9","9","9","9","1","1","1","9","0","0","1","1","9","1","1","1","1","9","1","1","1","1","1","9","1","1","1","N","No","low"
"176","Male","Governnmental","Urban","2","5","1","1","1","1","1","1","1","9","1","0","1","1","0","0","0","0","1","1","9","9","1","1","9","9","1","1","1","1","1","9","1","9","1","A/SA","Yes","high/moderate"
"177","Female","Governnmental","Urban","3","3","9","0","9","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","9","9","1","9","9","9","N","No","low"
"178","Male","Governnmental","Urban","3","4","1","9","1","1","1","0","1","1","9","1","1","1","0","1","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"179","Female","Governnmental","Urban","3","2","0","0","9","9","0","1","9","0","1","9","1","1","0","0","0","0","9","1","0","0","1","9","9","9","1","1","1","9","9","1","1","0","9","D/SD","No","low"
"180","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","9","1","0","0","0","9","9","9","0","0","1","1","1","9","1","9","9","9","0","1","1","9","1","D/SD","No","low"
"181","Female","Governnmental","Urban","3","4","1","0","0","1","0","0","1","0","9","1","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"182","Female","Governnmental","Urban","3","4","1","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","0","0","1","1","0","9","1","9","9","9","9","9","9","9","9","A/SA","No","low"
"183","Female","International","Urban","3","5","1","1","9","1","0","0","1","0","0","0","1","1","9","1","1","1","1","1","9","1","1","1","1","9","9","1","1","1","0","0","1","1","1","A/SA","Yes","low"
"184","Female","Governnmental","Urban","3","4","1","1","9","9","1","0","9","0","1","1","1","1","9","0","0","1","1","1","0","9","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"185","Female","Governnmental","Urban","3","4","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","9","0","9","9","0","1","1","1","9","1","9","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"186","Female","Governnmental","Urban","3","3","9","9","9","9","0","0","9","9","9","9","1","1","9","0","0","1","9","1","9","1","1","1","0","9","1","1","9","9","9","9","1","9","1","N","No","low"
"187","Female","Governnmental","Urban","3","3","9","0","9","1","1","0","1","9","1","9","1","1","0","0","0","1","9","1","1","1","1","1","1","9","1","9","0","0","0","1","1","1","1","N","No","low"
"188","Female","Governnmental","Urban","3","2","0","0","9","1","0","0","1","9","9","9","1","1","0","0","0","9","9","1","1","9","1","1","0","9","9","9","0","0","0","1","1","9","1","D/SD","No","low"
"189","Female","Governnmental","Urban","3","3","9","9","1","9","0","1","1","0","9","1","1","9","1","0","0","9","1","1","9","1","1","1","1","9","0","9","0","0","0","1","1","9","9","N","No","low"
"190","Male","Governnmental","Urban","3","3","9","1","9","0","0","0","9","0","1","0","1","1","1","0","0","9","1","1","9","1","1","0","9","9","1","9","1","1","1","9","1","1","9","N","No","low"
"191","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","1","1","9","1","1","0","0","0","9","0","0","9","1","1","1","1","9","9","9","0","0","0","1","1","9","1","N","No","low"
"192","Female","Governnmental","Urban","4","4","1","9","9","9","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"193","Female","Governnmental","Urban","4","3","9","9","0","0","0","0","1","1","1","9","1","1","9","9","9","1","9","9","1","1","1","1","9","9","1","1","1","9","9","1","1","1","1","N","No","low"
"194","Female","Governnmental","Urban","4","3","9","0","0","9","0","0","1","9","1","9","1","1","0","0","0","9","1","1","1","0","1","1","9","9","9","9","0","0","1","1","1","1","1","N","No","low"
"195","Female","Governnmental","Urban","4","4","1","9","1","9","0","0","1","1","1","1","1","1","0","0","0","9","1","1","9","9","1","1","9","9","1","1","1","1","1","1","1","9","1","A/SA","No","high/moderate"
"196","Female","Governnmental","Urban","4","5","1","9","1","1","0","0","9","9","9","9","1","1","0","9","0","0","1","9","9","9","1","9","0","9","9","9","1","1","1","9","1","1","9","A/SA","No","low"
"197","Female","Governnmental","Urban","4","4","1","1","9","9","1","0","1","9","1","0","1","1","0","0","0","0","1","1","9","9","1","1","0","9","1","1","9","9","9","1","1","1","1","A/SA","No","low"
"198","Female","Governnmental","Urban","4","3","9","9","1","1","0","0","9","9","9","9","1","1","9","9","9","9","1","1","9","9","1","1","9","9","1","1","9","9","9","9","1","1","1","N","No","low"
"199","Male","Governnmental","Urban","4","5","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","9","1","1","1","1","9","1","1","1","9","1","1","1","1","1","A/SA","No","high/moderate"
