"","gender","university","living_zone","grade_merged","knowledge_merged","tech_merged","ai_training"
"432","Male","Governnmental","Urban","Academic years","low","N","No"
"433","Male","Governnmental","Rural","Academic years","low","N","No"
"434","Female","Governnmental","Urban","Academic years","high/moderate","N","Yes"
"435","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"436","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"437","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"438","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"439","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"440","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"441","Male","Governnmental","Rural","Academic years","low","N","No"
"442","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"443","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"444","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"445","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"446","Male","Governnmental","Urban","Clinical Years","low","N","Yes"
"447","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"448","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"449","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"450","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"451","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"452","Male","Governnmental","Urban","Clinical Years","low","N","No"
"453","Male","Governnmental","Urban","Clinical Years","high/moderate","N","Yes"
"454","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"455","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"456","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"457","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"458","Male","Governnmental","Urban","Clinical Years","low","N","No"
"459","Male","Governnmental","Urban","Clinical Years","low","N","Yes"
"460","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"461","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"462","Male","Governnmental","Urban","Clinical Years","high/moderate","N","Yes"
"463","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"464","Male","Governnmental","Urban","Clinical Years","low","N","No"
"465","Male","Governnmental","Rural","Clinical Years","low","N","No"
"466","Male","Governnmental","Urban","Clinical Years","low","N","No"
"467","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"468","Male","Private","Urban","Academic years","high/moderate","D/SD","Yes"
"469","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"470","Female","Governnmental","Urban","Academic years","low","N","No"
"471","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"472","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"473","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"474","Male","Private","Urban","Academic years","high/moderate","N","Yes"
"475","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"476","Male","Governnmental","Rural","Academic years","low","N","No"
"477","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"478","Male","Governnmental","Rural","Clinical Years","low","N","No"
"479","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"480","Female","Governnmental","Rural","Clinical Years","high/moderate","N","Yes"
"481","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"482","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"483","Male","Governnmental","Rural","Clinical Years","low","N","No"
"484","Male","International","Rural","Clinical Years","high/moderate","A/SA","Yes"
"485","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"486","Male","Private","Urban","Clinical Years","high/moderate","A/SA","Yes"
"487","Female","Private","Urban","Clinical Years","low","A/SA","No"
"488","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"489","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"490","Male","Private","Urban","Academic years","low","N","No"
"491","Male","Private","Urban","Academic years","low","A/SA","No"
"492","Female","Private","Urban","Academic years","low","A/SA","No"
"493","Female","Private","Urban","Academic years","low","N","No"
"494","Female","Private","Urban","Academic years","low","A/SA","No"
"495","Male","Private","Rural","Academic years","high/moderate","A/SA","No"
"496","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"497","Male","Private","Urban","Academic years","low","N","No"
"498","Male","Private","Urban","Clinical Years","low","N","No"
"499","Female","Private","Urban","Clinical Years","low","N","No"
"500","Male","Private","Urban","Clinical Years","low","A/SA","No"
"501","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"502","Female","Governnmental","Urban","Academic years","low","N","No"
"503","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"504","Female","Governnmental","Urban","Academic years","low","N","No"
"505","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"506","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"507","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"508","Female","Governnmental","Rural","Clinical Years","low","N","No"
"509","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"510","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"511","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"512","Male","Governnmental","Rural","Academic years","high/moderate","A/SA","Yes"
"513","Female","Governnmental","Urban","Academic years","low","N","No"
"514","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"515","Female","Governnmental","Urban","Academic years","low","N","No"
"516","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"517","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"518","Female","Governnmental","Urban","Academic years","high/moderate","N","No"
"519","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"520","Female","Governnmental","Urban","Academic years","low","N","No"
"521","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"522","Male","Governnmental","Rural","Academic years","low","N","Yes"
"523","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","Yes"
"524","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"525","Female","Governnmental","Urban","Clinical Years","low","N","No"
"526","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"527","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"528","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"529","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"530","Female","International","Rural","Academic years","high/moderate","A/SA","Yes"
"531","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"532","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"533","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"534","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"535","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"536","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"537","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"538","Male","Governnmental","Urban","Academic years","low","N","No"
"539","Female","Governnmental","Urban","Clinical Years","low","N","No"
"540","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"541","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"542","Male","Governnmental","Urban","Clinical Years","low","N","No"
"543","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"544","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"545","Male","Private","Urban","Academic years","low","D/SD","No"
"546","Female","Governnmental","Rural","Academic years","low","D/SD","Yes"
"547","Male","Governnmental","Rural","Academic years","low","N","No"
"548","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"549","Female","Governnmental","Urban","Clinical Years","high/moderate","D/SD","No"
"550","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"551","Female","Governnmental","Urban","Clinical Years","low","N","No"
"552","Female","Governnmental","Urban","Clinical Years","low","N","Yes"
"553","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"554","Female","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"555","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"556","Male","Governnmental","Rural","Clinical Years","low","N","No"
"557","Male","Governnmental","Rural","Clinical Years","low","A/SA","No"
"558","Male","Governnmental","Urban","Clinical Years","low","N","No"
"559","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"560","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"561","Male","Governnmental","Rural","Clinical Years","low","A/SA","Yes"
"562","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"563","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"564","Male","Governnmental","Rural","Academic years","low","N","No"
"565","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"566","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"567","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"568","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"569","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"570","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"571","Female","Governnmental","Rural","Academic years","low","N","No"
"572","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"573","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"574","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"575","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"576","Female","Governnmental","Urban","Clinical Years","low","N","No"
"577","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"578","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"579","Female","Governnmental","Urban","Clinical Years","low","N","No"
"580","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"581","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"582","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"583","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"584","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"585","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"586","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"587","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"588","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"589","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"590","Female","Governnmental","Urban","Clinical Years","low","N","No"
"591","Female","Governnmental","Urban","Clinical Years","low","N","No"
"592","Female","Governnmental","Urban","Clinical Years","low","N","No"
"593","Male","Governnmental","Rural","Clinical Years","low","D/SD","No"
"594","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"595","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"596","Male","Governnmental","Rural","Clinical Years","low","N","No"
"597","Male","Governnmental","Rural","Clinical Years","low","N","No"
"598","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"599","Male","Governnmental","Rural","Academic years","low","N","No"
"600","Female","Governnmental","Urban","Clinical Years","low","N","No"
"601","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"602","Male","Governnmental","Urban","Clinical Years","low","N","No"
"603","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"604","Female","Governnmental","Urban","Clinical Years","low","N","No"
"605","Female","Governnmental","Urban","Clinical Years","low","N","No"
